Pubchem_CID,Inchikey,Targets ,Canonical_smiles,
5372367,KUSXBOZNRPQEON-ONEGZZNKSA-N,PTGS2,O1c2c(cc(cc2OC)C=CCO)C(CO)C1c1cc(OC)c(O)cc1,
5372367,KUSXBOZNRPQEON-ONEGZZNKSA-N,ROS1,O1c2c(cc(cc2OC)C=CCO)C(CO)C1c1cc(OC)c(O)cc1,
5372367,KUSXBOZNRPQEON-ONEGZZNKSA-N,TNF,O1c2c(cc(cc2OC)C=CCO)C(CO)C1c1cc(OC)c(O)cc1,
5372720,HAUGRYOERYOXHX-UHFFFAOYSA-N,ADORA2A,O=C1NC(=O)Nc2nc3c(nc12)cccc3,
5372720,HAUGRYOERYOXHX-UHFFFAOYSA-N,ADORA2B,O=C1NC(=O)Nc2nc3c(nc12)cccc3,
5372720,HAUGRYOERYOXHX-UHFFFAOYSA-N,HSD17B10,O=C1NC(=O)Nc2nc3c(nc12)cccc3,
5372720,HAUGRYOERYOXHX-UHFFFAOYSA-N,LMNA,O=C1NC(=O)Nc2nc3c(nc12)cccc3,
5372720,HAUGRYOERYOXHX-UHFFFAOYSA-N,TDP1,O=C1NC(=O)Nc2nc3c(nc12)cccc3,
5373259,CEBBHGDAHZDJTP-FNORWQNLSA-N,ABCG2,O(C)c1cc(OC)cc(O)c1C(=O)C=Cc1cc(OC)c(OC)cc1,
5375083,MBMQEIFVQACCCH-XVNBXDOJSA-N,CYP3A4,O1C(CCCC(=O)CCCC=Cc2c(C1=O)c(O)cc(O)c2)C,
5375199,JLIDBLDQVAYHNE-LXGGSRJLSA-N,BAD,OC1(C=CC(=CC(O)=O)C)C(CC(=O)C=C1C)(C)C,
5375199,JLIDBLDQVAYHNE-LXGGSRJLSA-N,TSHR,OC1(C=CC(=CC(O)=O)C)C(CC(=O)C=C1C)(C)C,
5376013,XCJHDJAODLKGLG-UHFFFAOYSA-N,MAOA,O1c2c(ccc(O)c2)C(=O)c2c1cccc2,
5376036,BNLRKUSVMCIOGU-UHFFFAOYSA-N,MAOA,O1c2c(C(=O)c3c1cccc3)c(O)ccc2,
5376891,WMKOZARWBMFKAS-UHFFFAOYSA-N,NPC1,O1C=C(C(=O)c2c1cc(O)cc2)c1ccccc1,
5376891,WMKOZARWBMFKAS-UHFFFAOYSA-N,RAB9A,O1C=C(C(=O)c2c1cc(O)cc2)c1ccccc1,
5376979,JUMSUVHHUVPSOY-RMKNXTFCSA-N,CYP3A4,Oc1cc(O)ccc1C(=O)C=Cc1ccccc1,
5377381,PJJGZPJJTHBVMX-UHFFFAOYSA-N,BRCA1,O1C=C(C(=O)c2c1cc(O)cc2O)c1ccccc1,
5377381,PJJGZPJJTHBVMX-UHFFFAOYSA-N,TP53,O1C=C(C(=O)c2c1cc(O)cc2O)c1ccccc1,
5377381,PJJGZPJJTHBVMX-UHFFFAOYSA-N,ALOX15,O1C=C(C(=O)c2c1cc(O)cc2O)c1ccccc1,
5377381,PJJGZPJJTHBVMX-UHFFFAOYSA-N,HPGD,O1C=C(C(=O)c2c1cc(O)cc2O)c1ccccc1,
5377381,PJJGZPJJTHBVMX-UHFFFAOYSA-N,HSD17B10,O1C=C(C(=O)c2c1cc(O)cc2O)c1ccccc1,
5377381,PJJGZPJJTHBVMX-UHFFFAOYSA-N,KMT2A,O1C=C(C(=O)c2c1cc(O)cc2O)c1ccccc1,
5377381,PJJGZPJJTHBVMX-UHFFFAOYSA-N,USP2,O1C=C(C(=O)c2c1cc(O)cc2O)c1ccccc1,
5377753,WKGQSEFBQTWRPT-GVCMXSIQSA-N,CCND1,O(C)C1=CC(NC1=Cc1[nH]c(C)c(c1)CCCCC)=C1N=CC=C1,
5377753,WKGQSEFBQTWRPT-GVCMXSIQSA-N,DVL2,O(C)C1=CC(NC1=Cc1[nH]c(C)c(c1)CCCCC)=C1N=CC=C1,
5377753,WKGQSEFBQTWRPT-GVCMXSIQSA-N,GSK3B,O(C)C1=CC(NC1=Cc1[nH]c(C)c(c1)CCCCC)=C1N=CC=C1,
5377753,WKGQSEFBQTWRPT-GVCMXSIQSA-N,LEF1,O(C)C1=CC(NC1=Cc1[nH]c(C)c(c1)CCCCC)=C1N=CC=C1,
5377753,WKGQSEFBQTWRPT-GVCMXSIQSA-N,LRP6,O(C)C1=CC(NC1=Cc1[nH]c(C)c(c1)CCCCC)=C1N=CC=C1,
5377817,HDXVSZWKIHQDES-LFYBBSHMSA-N,F3,O(C)c1ccc(cc1)C(=O)C=Cc1ccc(OC)cc1,
5377963,VGXVKHPGBHVPMW-UHFFFAOYSA-N,TERT,O1C(=Cc2c(C1=O)c(O)c1OC3(Oc4c(C3)c(O)c3c(C(=O)C(OC)=CC3=O)c4O)CC(O)c1c2)C(OC)=O,
5378171,BSEYWXDBSOCPQP-UHFFFAOYSA-N,ADORA3,O1c2c(C(=O)C=C1c1ccc(OC)cc1)c(O)cc(c2)C,
5378597,OVSQVDMCBVZWGM-UHFFFAOYSA-N,KDM4E,O1C(CO)C(O)C(O)C(O)C1OC1=C(Oc2c(C1=O)c(O)cc(O)c2)c1cc(O)c(O)cc1,
5378597,OVSQVDMCBVZWGM-UHFFFAOYSA-N,SMN1,O1C(CO)C(O)C(O)C(O)C1OC1=C(Oc2c(C1=O)c(O)cc(O)c2)c1cc(O)c(O)cc1,
5379071,WMOWJHFPSNZXSK-GQCTYLIASA-N,TP53,O(C)c1cc(OC)cc(O)c1C(=O)C=Cc1cc(O)c(OC)cc1,
5379071,WMOWJHFPSNZXSK-GQCTYLIASA-N,CYP3A4,O(C)c1cc(OC)cc(O)c1C(=O)C=Cc1cc(O)c(OC)cc1,
5379071,WMOWJHFPSNZXSK-GQCTYLIASA-N,HPGD,O(C)c1cc(OC)cc(O)c1C(=O)C=Cc1cc(O)c(OC)cc1,
5379071,WMOWJHFPSNZXSK-GQCTYLIASA-N,MAPT,O(C)c1cc(OC)cc(O)c1C(=O)C=Cc1cc(O)c(OC)cc1,
5379096,GLAAQZFBFGEBPS-UHFFFAOYSA-N,CASP3,O1c2c(c(O)c(OC)c(O)c2)C(=O)C=C1c1cc(OC)c(O)cc1,
5379096,GLAAQZFBFGEBPS-UHFFFAOYSA-N,IL1B,O1c2c(c(O)c(OC)c(O)c2)C(=O)C=C1c1cc(OC)c(O)cc1,
5379096,GLAAQZFBFGEBPS-UHFFFAOYSA-N,NOS2,O1c2c(c(O)c(OC)c(O)c2)C(=O)C=C1c1cc(OC)c(O)cc1,
5379096,GLAAQZFBFGEBPS-UHFFFAOYSA-N,PTGS2,O1c2c(c(O)c(OC)c(O)c2)C(=O)C=C1c1cc(OC)c(O)cc1,
5379096,GLAAQZFBFGEBPS-UHFFFAOYSA-N,TNF,O1c2c(c(O)c(OC)c(O)c2)C(=O)C=C1c1cc(OC)c(O)cc1,
5379210,VVRUNWFPOWIBDY-UHFFFAOYSA-N,RAB9A,O1C2Oc3cc(OC)c4c(Oc5c(C4=O)c(O)ccc5OC)c3C2C=C1,
5379540,IEVVSJFLBYOUCJ-UHFFFAOYSA-N,Akt1,O1C(O)c2c(c(O)c(c3OC(=O)c4c(Oc23)c(C=O)c(O)cc4C)C)C1=O,
5379540,IEVVSJFLBYOUCJ-UHFFFAOYSA-N,MET,O1C(O)c2c(c(O)c(c3OC(=O)c4c(Oc23)c(C=O)c(O)cc4C)C)C1=O,
5379540,IEVVSJFLBYOUCJ-UHFFFAOYSA-N,PTK2,O1C(O)c2c(c(O)c(c3OC(=O)c4c(Oc23)c(C=O)c(O)cc4C)C)C1=O,
5379540,IEVVSJFLBYOUCJ-UHFFFAOYSA-N,STAT3,O1C(O)c2c(c(O)c(c3OC(=O)c4c(Oc23)c(C=O)c(O)cc4C)C)C1=O,
5379540,IEVVSJFLBYOUCJ-UHFFFAOYSA-N,ALDH1A1,O1C(O)c2c(c(O)c(c3OC(=O)c4c(Oc23)c(C=O)c(O)cc4C)C)C1=O,
5379540,IEVVSJFLBYOUCJ-UHFFFAOYSA-N,ALOX12,O1C(O)c2c(c(O)c(c3OC(=O)c4c(Oc23)c(C=O)c(O)cc4C)C)C1=O,
5379540,IEVVSJFLBYOUCJ-UHFFFAOYSA-N,CASP1,O1C(O)c2c(c(O)c(c3OC(=O)c4c(Oc23)c(C=O)c(O)cc4C)C)C1=O,
5379540,IEVVSJFLBYOUCJ-UHFFFAOYSA-N,HPGD,O1C(O)c2c(c(O)c(c3OC(=O)c4c(Oc23)c(C=O)c(O)cc4C)C)C1=O,
5379540,IEVVSJFLBYOUCJ-UHFFFAOYSA-N,MAPT,O1C(O)c2c(c(O)c(c3OC(=O)c4c(Oc23)c(C=O)c(O)cc4C)C)C1=O,
5379540,IEVVSJFLBYOUCJ-UHFFFAOYSA-N,MTOR,O1C(O)c2c(c(O)c(c3OC(=O)c4c(Oc23)c(C=O)c(O)cc4C)C)C1=O,
5379540,IEVVSJFLBYOUCJ-UHFFFAOYSA-N,PXN,O1C(O)c2c(c(O)c(c3OC(=O)c4c(Oc23)c(C=O)c(O)cc4C)C)C1=O,
5379540,IEVVSJFLBYOUCJ-UHFFFAOYSA-N,RAC1,O1C(O)c2c(c(O)c(c3OC(=O)c4c(Oc23)c(C=O)c(O)cc4C)C)C1=O,
5379540,IEVVSJFLBYOUCJ-UHFFFAOYSA-N,SLCO1B1,O1C(O)c2c(c(O)c(c3OC(=O)c4c(Oc23)c(C=O)c(O)cc4C)C)C1=O,
5379540,IEVVSJFLBYOUCJ-UHFFFAOYSA-N,SLCO1B3,O1C(O)c2c(c(O)c(c3OC(=O)c4c(Oc23)c(C=O)c(O)cc4C)C)C1=O,
5379540,IEVVSJFLBYOUCJ-UHFFFAOYSA-N,TDP1,O1C(O)c2c(c(O)c(c3OC(=O)c4c(Oc23)c(C=O)c(O)cc4C)C)C1=O,
5380406,WXUQMTRHPNOXBV-UHFFFAOYSA-N,NPSR1,O1c2cc(O)ccc2-c2c(cccc2)C1=O,
5380645,GUNGQVJAKLIYDG-JXMROGBWSA-N,NPC1,O(C)c1cc(O)c(cc1)C(=O)C=Cc1ccccc1,
5380645,GUNGQVJAKLIYDG-JXMROGBWSA-N,RAB9A,O(C)c1cc(O)c(cc1)C(=O)C=Cc1ccccc1,
5380645,GUNGQVJAKLIYDG-JXMROGBWSA-N,RECQL,O(C)c1cc(O)c(cc1)C(=O)C=Cc1ccccc1,
5380858,HRYLQFBHBWLLLL-GRFSRWIASA-N,IL1B,O1C2C(CCC(=CCCC(=C2)C)C)C(=C)C1=O,
5380858,HRYLQFBHBWLLLL-GRFSRWIASA-N,JUN,O1C2C(CCC(=CCCC(=C2)C)C)C(=C)C1=O,
5380858,HRYLQFBHBWLLLL-GRFSRWIASA-N,MAPK1,O1C2C(CCC(=CCCC(=C2)C)C)C(=C)C1=O,
5380858,HRYLQFBHBWLLLL-GRFSRWIASA-N,TEP1,O1C2C(CCC(=CCCC(=C2)C)C)C(=C)C1=O,
5380858,HRYLQFBHBWLLLL-GRFSRWIASA-N,TERT,O1C2C(CCC(=CCCC(=C2)C)C)C(=C)C1=O,
5385074,HKEAFJYKMMKDOR-UHFFFAOYSA-N,AKT1,O1C(C(O)C(O)C(O)C1CO)c1c2OC=C(C(=O)c2ccc1O)c1ccc(O)cc1,
5385074,HKEAFJYKMMKDOR-UHFFFAOYSA-N,HIF1A,O1C(C(O)C(O)C(O)C1CO)c1c2OC=C(C(=O)c2ccc1O)c1ccc(O)cc1,
5385074,HKEAFJYKMMKDOR-UHFFFAOYSA-N,SRC,O1C(C(O)C(O)C(O)C1CO)c1c2OC=C(C(=O)c2ccc1O)c1ccc(O)cc1,
5385074,HKEAFJYKMMKDOR-UHFFFAOYSA-N,STAT3,O1C(C(O)C(O)C(O)C1CO)c1c2OC=C(C(=O)c2ccc1O)c1ccc(O)cc1,
5385074,HKEAFJYKMMKDOR-UHFFFAOYSA-N,VEGFA,O1C(C(O)C(O)C(O)C1CO)c1c2OC=C(C(=O)c2ccc1O)c1ccc(O)cc1,
5385074,HKEAFJYKMMKDOR-UHFFFAOYSA-N,ACE2,O1C(C(O)C(O)C(O)C1CO)c1c2OC=C(C(=O)c2ccc1O)c1ccc(O)cc1,
5385074,HKEAFJYKMMKDOR-UHFFFAOYSA-N,AGTR1,O1C(C(O)C(O)C(O)C1CO)c1c2OC=C(C(=O)c2ccc1O)c1ccc(O)cc1,
5385074,HKEAFJYKMMKDOR-UHFFFAOYSA-N,AKR1B1,O1C(C(O)C(O)C(O)C1CO)c1c2OC=C(C(=O)c2ccc1O)c1ccc(O)cc1,
5385074,HKEAFJYKMMKDOR-UHFFFAOYSA-N,BAD,O1C(C(O)C(O)C(O)C1CO)c1c2OC=C(C(=O)c2ccc1O)c1ccc(O)cc1,
5385074,HKEAFJYKMMKDOR-UHFFFAOYSA-N,BAX,O1C(C(O)C(O)C(O)C1CO)c1c2OC=C(C(=O)c2ccc1O)c1ccc(O)cc1,
5385074,HKEAFJYKMMKDOR-UHFFFAOYSA-N,BCL2,O1C(C(O)C(O)C(O)C1CO)c1c2OC=C(C(=O)c2ccc1O)c1ccc(O)cc1,
5385074,HKEAFJYKMMKDOR-UHFFFAOYSA-N,BIRC5,O1C(C(O)C(O)C(O)C1CO)c1c2OC=C(C(=O)c2ccc1O)c1ccc(O)cc1,
5385074,HKEAFJYKMMKDOR-UHFFFAOYSA-N,CASP3,O1C(C(O)C(O)C(O)C1CO)c1c2OC=C(C(=O)c2ccc1O)c1ccc(O)cc1,
5385074,HKEAFJYKMMKDOR-UHFFFAOYSA-N,CASP8,O1C(C(O)C(O)C(O)C1CO)c1c2OC=C(C(=O)c2ccc1O)c1ccc(O)cc1,
5385074,HKEAFJYKMMKDOR-UHFFFAOYSA-N,CASP9,O1C(C(O)C(O)C(O)C1CO)c1c2OC=C(C(=O)c2ccc1O)c1ccc(O)cc1,
5385074,HKEAFJYKMMKDOR-UHFFFAOYSA-N,CDKN1B,O1C(C(O)C(O)C(O)C1CO)c1c2OC=C(C(=O)c2ccc1O)c1ccc(O)cc1,
5385074,HKEAFJYKMMKDOR-UHFFFAOYSA-N,CDKN2AIP,O1C(C(O)C(O)C(O)C1CO)c1c2OC=C(C(=O)c2ccc1O)c1ccc(O)cc1,
5385074,HKEAFJYKMMKDOR-UHFFFAOYSA-N,CHEK2,O1C(C(O)C(O)C(O)C1CO)c1c2OC=C(C(=O)c2ccc1O)c1ccc(O)cc1,
5385074,HKEAFJYKMMKDOR-UHFFFAOYSA-N,CYP19A1,O1C(C(O)C(O)C(O)C1CO)c1c2OC=C(C(=O)c2ccc1O)c1ccc(O)cc1,
5385074,HKEAFJYKMMKDOR-UHFFFAOYSA-N,F2R,O1C(C(O)C(O)C(O)C1CO)c1c2OC=C(C(=O)c2ccc1O)c1ccc(O)cc1,
5385074,HKEAFJYKMMKDOR-UHFFFAOYSA-N,FAS,O1C(C(O)C(O)C(O)C1CO)c1c2OC=C(C(=O)c2ccc1O)c1ccc(O)cc1,
5385074,HKEAFJYKMMKDOR-UHFFFAOYSA-N,FOS,O1C(C(O)C(O)C(O)C1CO)c1c2OC=C(C(=O)c2ccc1O)c1ccc(O)cc1,
5385074,HKEAFJYKMMKDOR-UHFFFAOYSA-N,GPT,O1C(C(O)C(O)C(O)C1CO)c1c2OC=C(C(=O)c2ccc1O)c1ccc(O)cc1,
5385074,HKEAFJYKMMKDOR-UHFFFAOYSA-N,GSTP1,O1C(C(O)C(O)C(O)C1CO)c1c2OC=C(C(=O)c2ccc1O)c1ccc(O)cc1,
5385074,HKEAFJYKMMKDOR-UHFFFAOYSA-N,IFNA1,O1C(C(O)C(O)C(O)C1CO)c1c2OC=C(C(=O)c2ccc1O)c1ccc(O)cc1,
5385074,HKEAFJYKMMKDOR-UHFFFAOYSA-N,IFNB1,O1C(C(O)C(O)C(O)C1CO)c1c2OC=C(C(=O)c2ccc1O)c1ccc(O)cc1,
5385074,HKEAFJYKMMKDOR-UHFFFAOYSA-N,ITGB5,O1C(C(O)C(O)C(O)C1CO)c1c2OC=C(C(=O)c2ccc1O)c1ccc(O)cc1,
5385074,HKEAFJYKMMKDOR-UHFFFAOYSA-N,JAK3,O1C(C(O)C(O)C(O)C1CO)c1c2OC=C(C(=O)c2ccc1O)c1ccc(O)cc1,
5385074,HKEAFJYKMMKDOR-UHFFFAOYSA-N,JUN,O1C(C(O)C(O)C(O)C1CO)c1c2OC=C(C(=O)c2ccc1O)c1ccc(O)cc1,
5385074,HKEAFJYKMMKDOR-UHFFFAOYSA-N,LEPR,O1C(C(O)C(O)C(O)C1CO)c1c2OC=C(C(=O)c2ccc1O)c1ccc(O)cc1,
5385074,HKEAFJYKMMKDOR-UHFFFAOYSA-N,MAPK9,O1C(C(O)C(O)C(O)C1CO)c1c2OC=C(C(=O)c2ccc1O)c1ccc(O)cc1,
5385074,HKEAFJYKMMKDOR-UHFFFAOYSA-N,MMP2,O1C(C(O)C(O)C(O)C1CO)c1c2OC=C(C(=O)c2ccc1O)c1ccc(O)cc1,
5385074,HKEAFJYKMMKDOR-UHFFFAOYSA-N,MMP9,O1C(C(O)C(O)C(O)C1CO)c1c2OC=C(C(=O)c2ccc1O)c1ccc(O)cc1,
5385074,HKEAFJYKMMKDOR-UHFFFAOYSA-N,NFKBIA,O1C(C(O)C(O)C(O)C1CO)c1c2OC=C(C(=O)c2ccc1O)c1ccc(O)cc1,
5385074,HKEAFJYKMMKDOR-UHFFFAOYSA-N,NOS2,O1C(C(O)C(O)C(O)C1CO)c1c2OC=C(C(=O)c2ccc1O)c1ccc(O)cc1,
5385074,HKEAFJYKMMKDOR-UHFFFAOYSA-N,NOS3,O1C(C(O)C(O)C(O)C1CO)c1c2OC=C(C(=O)c2ccc1O)c1ccc(O)cc1,
5385074,HKEAFJYKMMKDOR-UHFFFAOYSA-N,PDGFA,O1C(C(O)C(O)C(O)C1CO)c1c2OC=C(C(=O)c2ccc1O)c1ccc(O)cc1,
5385074,HKEAFJYKMMKDOR-UHFFFAOYSA-N,PGP,O1C(C(O)C(O)C(O)C1CO)c1c2OC=C(C(=O)c2ccc1O)c1ccc(O)cc1,
5385074,HKEAFJYKMMKDOR-UHFFFAOYSA-N,PLAT,O1C(C(O)C(O)C(O)C1CO)c1c2OC=C(C(=O)c2ccc1O)c1ccc(O)cc1,
5385074,HKEAFJYKMMKDOR-UHFFFAOYSA-N,PLIN2,O1C(C(O)C(O)C(O)C1CO)c1c2OC=C(C(=O)c2ccc1O)c1ccc(O)cc1,
5385074,HKEAFJYKMMKDOR-UHFFFAOYSA-N,PPARG,O1C(C(O)C(O)C(O)C1CO)c1c2OC=C(C(=O)c2ccc1O)c1ccc(O)cc1,
5385074,HKEAFJYKMMKDOR-UHFFFAOYSA-N,PRKCA,O1C(C(O)C(O)C(O)C1CO)c1c2OC=C(C(=O)c2ccc1O)c1ccc(O)cc1,
5385074,HKEAFJYKMMKDOR-UHFFFAOYSA-N,RELA,O1C(C(O)C(O)C(O)C1CO)c1c2OC=C(C(=O)c2ccc1O)c1ccc(O)cc1,
5385074,HKEAFJYKMMKDOR-UHFFFAOYSA-N,SELP,O1C(C(O)C(O)C(O)C1CO)c1c2OC=C(C(=O)c2ccc1O)c1ccc(O)cc1,
5385074,HKEAFJYKMMKDOR-UHFFFAOYSA-N,SOD1,O1C(C(O)C(O)C(O)C1CO)c1c2OC=C(C(=O)c2ccc1O)c1ccc(O)cc1,
5385074,HKEAFJYKMMKDOR-UHFFFAOYSA-N,TDP1,O1C(C(O)C(O)C(O)C1CO)c1c2OC=C(C(=O)c2ccc1O)c1ccc(O)cc1,
5385074,HKEAFJYKMMKDOR-UHFFFAOYSA-N,TIMP2,O1C(C(O)C(O)C(O)C1CO)c1c2OC=C(C(=O)c2ccc1O)c1ccc(O)cc1,
5385074,HKEAFJYKMMKDOR-UHFFFAOYSA-N,TNF,O1C(C(O)C(O)C(O)C1CO)c1c2OC=C(C(=O)c2ccc1O)c1ccc(O)cc1,
5385074,HKEAFJYKMMKDOR-UHFFFAOYSA-N,VCAM1,O1C(C(O)C(O)C(O)C1CO)c1c2OC=C(C(=O)c2ccc1O)c1ccc(O)cc1,
5386259,DQNLRFRBAWCJHQ-UHFFFAOYSA-N,NFKB1,O1C=C(C(=O)c2c1cc(OC)cc2O)c1ccc(OC)cc1,
5386259,DQNLRFRBAWCJHQ-UHFFFAOYSA-N,NPC1,O1C=C(C(=O)c2c1cc(OC)cc2O)c1ccc(OC)cc1,
5386259,DQNLRFRBAWCJHQ-UHFFFAOYSA-N,RAB9A,O1C=C(C(=O)c2c1cc(OC)cc2O)c1ccc(OC)cc1,
5386259,DQNLRFRBAWCJHQ-UHFFFAOYSA-N,RELA,O1C=C(C(=O)c2c1cc(OC)cc2O)c1ccc(OC)cc1,
5386591,IXELFRRANAOWSF-FNORWQNLSA-N,HSPA5,S(=O)(CC=CSSCC=C)CC=C,
5386591,IXELFRRANAOWSF-FNORWQNLSA-N,PTGS2,S(=O)(CC=CSSCC=C)CC=C,
5387294,PTVAOGIYBMTHSN-AATRIKPKSA-N,CYP1A1,O(C)c1cc(ccc1OC)C=Cc1cc(OC)cc(OC)c1,
5387294,PTVAOGIYBMTHSN-AATRIKPKSA-N,CYP1B1,O(C)c1cc(ccc1OC)C=Cc1cc(OC)cc(OC)c1,
5388063,GDHNBPHYVRHYCC-SNAWJCMRSA-N,ABCB1,O(C)c1cc(cc(OC)c1)C=Cc1ccc(OC)cc1,
5388063,GDHNBPHYVRHYCC-SNAWJCMRSA-N,ABL1,O(C)c1cc(cc(OC)c1)C=Cc1ccc(OC)cc1,
5388063,GDHNBPHYVRHYCC-SNAWJCMRSA-N,BCR,O(C)c1cc(cc(OC)c1)C=Cc1ccc(OC)cc1,
5388063,GDHNBPHYVRHYCC-SNAWJCMRSA-N,CYP1A1,O(C)c1cc(cc(OC)c1)C=Cc1ccc(OC)cc1,
5388063,GDHNBPHYVRHYCC-SNAWJCMRSA-N,CYP1A2,O(C)c1cc(cc(OC)c1)C=Cc1ccc(OC)cc1,
5388063,GDHNBPHYVRHYCC-SNAWJCMRSA-N,CYP1B1,O(C)c1cc(cc(OC)c1)C=Cc1ccc(OC)cc1,
5388063,GDHNBPHYVRHYCC-SNAWJCMRSA-N,ESR1,O(C)c1cc(cc(OC)c1)C=Cc1ccc(OC)cc1,
5388496,IQHIEHIKNWLKFB-UHFFFAOYSA-N,BLM,O1C2C(OC(=O)c3c(-c4c5c-6c(OC(=O)c7c(-c8c(cc(O)c(O)c8O)C(OC2)=O)c(O)c(O)c(OC5=O)c-67)c(O)c4O)c(O)c(O)c(O)c3)C(O)C(O)C1O,
5388496,IQHIEHIKNWLKFB-UHFFFAOYSA-N,F11,O1C2C(OC(=O)c3c(-c4c5c-6c(OC(=O)c7c(-c8c(cc(O)c(O)c8O)C(OC2)=O)c(O)c(O)c(OC5=O)c-67)c(O)c4O)c(O)c(O)c(O)c3)C(O)C(O)C1O,
5388496,IQHIEHIKNWLKFB-UHFFFAOYSA-N,GAA,O1C2C(OC(=O)c3c(-c4c5c-6c(OC(=O)c7c(-c8c(cc(O)c(O)c8O)C(OC2)=O)c(O)c(O)c(OC5=O)c-67)c(O)c4O)c(O)c(O)c(O)c3)C(O)C(O)C1O,
5388496,IQHIEHIKNWLKFB-UHFFFAOYSA-N,KDM4E,O1C2C(OC(=O)c3c(-c4c5c-6c(OC(=O)c7c(-c8c(cc(O)c(O)c8O)C(OC2)=O)c(O)c(O)c(OC5=O)c-67)c(O)c4O)c(O)c(O)c(O)c3)C(O)C(O)C1O,
5388496,IQHIEHIKNWLKFB-UHFFFAOYSA-N,MAPT,O1C2C(OC(=O)c3c(-c4c5c-6c(OC(=O)c7c(-c8c(cc(O)c(O)c8O)C(OC2)=O)c(O)c(O)c(OC5=O)c-67)c(O)c4O)c(O)c(O)c(O)c3)C(O)C(O)C1O,
5388496,IQHIEHIKNWLKFB-UHFFFAOYSA-N,MCL1,O1C2C(OC(=O)c3c(-c4c5c-6c(OC(=O)c7c(-c8c(cc(O)c(O)c8O)C(OC2)=O)c(O)c(O)c(OC5=O)c-67)c(O)c4O)c(O)c(O)c(O)c3)C(O)C(O)C1O,
5388496,IQHIEHIKNWLKFB-UHFFFAOYSA-N,POLB,O1C2C(OC(=O)c3c(-c4c5c-6c(OC(=O)c7c(-c8c(cc(O)c(O)c8O)C(OC2)=O)c(O)c(O)c(OC5=O)c-67)c(O)c4O)c(O)c(O)c(O)c3)C(O)C(O)C1O,
5388496,IQHIEHIKNWLKFB-UHFFFAOYSA-N,RAD51,O1C2C(OC(=O)c3c(-c4c5c-6c(OC(=O)c7c(-c8c(cc(O)c(O)c8O)C(OC2)=O)c(O)c(O)c(OC5=O)c-67)c(O)c4O)c(O)c(O)c(O)c3)C(O)C(O)C1O,
5388496,IQHIEHIKNWLKFB-UHFFFAOYSA-N,RECQL,O1C2C(OC(=O)c3c(-c4c5c-6c(OC(=O)c7c(-c8c(cc(O)c(O)c8O)C(OC2)=O)c(O)c(O)c(OC5=O)c-67)c(O)c4O)c(O)c(O)c(O)c3)C(O)C(O)C1O,
5388496,IQHIEHIKNWLKFB-UHFFFAOYSA-N,RGS4,O1C2C(OC(=O)c3c(-c4c5c-6c(OC(=O)c7c(-c8c(cc(O)c(O)c8O)C(OC2)=O)c(O)c(O)c(OC5=O)c-67)c(O)c4O)c(O)c(O)c(O)c3)C(O)C(O)C1O,
5388496,IQHIEHIKNWLKFB-UHFFFAOYSA-N,RGS7,O1C2C(OC(=O)c3c(-c4c5c-6c(OC(=O)c7c(-c8c(cc(O)c(O)c8O)C(OC2)=O)c(O)c(O)c(OC5=O)c-67)c(O)c4O)c(O)c(O)c(O)c3)C(O)C(O)C1O,
5388496,IQHIEHIKNWLKFB-UHFFFAOYSA-N,RGS8,O1C2C(OC(=O)c3c(-c4c5c-6c(OC(=O)c7c(-c8c(cc(O)c(O)c8O)C(OC2)=O)c(O)c(O)c(OC5=O)c-67)c(O)c4O)c(O)c(O)c(O)c3)C(O)C(O)C1O,
5388496,IQHIEHIKNWLKFB-UHFFFAOYSA-N,TDP1,O1C2C(OC(=O)c3c(-c4c5c-6c(OC(=O)c7c(-c8c(cc(O)c(O)c8O)C(OC2)=O)c(O)c(O)c(OC5=O)c-67)c(O)c4O)c(O)c(O)c(O)c3)C(O)C(O)C1O,
5388496,IQHIEHIKNWLKFB-UHFFFAOYSA-N,USP2,O1C2C(OC(=O)c3c(-c4c5c-6c(OC(=O)c7c(-c8c(cc(O)c(O)c8O)C(OC2)=O)c(O)c(O)c(OC5=O)c-67)c(O)c4O)c(O)c(O)c(O)c3)C(O)C(O)C1O,
5388993,OGWKCGZFUXNPDA-CFWMRBGOSA-N,NR0B1,O(C(=O)C)C1C2(C3N(CCC34C(N(c3cc(OC)c(cc34)C3(CC4CC(O)(CN(C4)CCc4c3[nH]c3c4cccc3)CC)C(OC)=O)C=O)C1(O)C(OC)=O)CC=C2)CC,
5388993,OGWKCGZFUXNPDA-CFWMRBGOSA-N,NR5A1,O(C(=O)C)C1C2(C3N(CCC34C(N(c3cc(OC)c(cc34)C3(CC4CC(O)(CN(C4)CCc4c3[nH]c3c4cccc3)CC)C(OC)=O)C=O)C1(O)C(OC)=O)CC=C2)CC,
5391149,NUGPQONICGTVNA-UHFFFAOYSA-N,TP53,O1c2c(ccc(O)c2)C(=O)C=C1c1ccccc1O,
5393151,QHYWQIVTVQAKQF-UHFFFAOYSA-N,TP53,O1c2c(C(=O)C(O)=C1c1ccccc1)c(O)ccc2,
5393151,QHYWQIVTVQAKQF-UHFFFAOYSA-N,ALOX15,O1c2c(C(=O)C(O)=C1c1ccccc1)c(O)ccc2,
